the,247
be,197
of,155
and,138
to,122
a,104
in,89
that,79
it,60
as,50
we,50
do,37
have,37
not,32
other,31
for,31
with,30
on,29
or,29
by,29
but,28
an,28
from,26
our,26
one,25
they,24
can,24
you,23
their,21
which,20
human,20
's,18
when,18
about,18
:,17
at,17
them,17
n't,17
how,17
so,16
there,16
what,16
more,16
than,16
use,16
world,15
culture,15
its,15
he,14
any,14
this,14
year,14
way,13
most,13
',13
people,12
child,12
us,12
would,11
such,11
no,11
different,11
animal,11
@card@,11
time,10
good,10
will,10
who,10
if,10
many,10
life,10
all,10
mother,9
same,9
communication,9
even,9
"""",9
say,8
brain,8
these,8
seem,8
feeling,8
may,8
like,8
think,7
something,7
your,7
know,7
another,7
study,7
within,7
school,7
nature,7
each,7
make,7
social,7
society,7
learn,7
hand,6
because,6
feel,6
between,6
sense,6
own,6
role,6
might,6
also,6
out,6
give,6
change,6
;,6
only,6
important,6
create,6
believe,6
luck,6
cell,6
after,6
scientific,6
eye,6
owl,6
baby,5
need,5
information,5
attitude,5
two,5
always,5
conflict,5
work,5
just,5
being,5
play,5
reason,5
job,5
get,5
well,5
group,5
far,5
up,5
example,5
grouping,5
language,5
mean,5
live,5
hundred,5
become,5
often,5
look,5
science,5
ever,5
thing,5
begin,5
color,5
meaning,5
both,5
insect,5
every,5
short,5
scientist,5
speech,5
focus,5
physical,5
environment,5
silence,5
right,4
great,4
voice,4
towards,4
provide,4
actually,4
could,4
kind,4
part,4
list,4
number,4
still,4
tell,4
medium,4
fact,4
exist,4
however,4
form,4
particular,4
some,4
individual,4
themselves,4
English,4
context,4
community,4
nursery,4
early,4
include,4
sign,4
idea,4
cultural,4
Press,4
value,4
ask,4
red,4
research,4
require,4
lose,4
history,4
intelligence,4
write,4
want,4
creativity,4
experiment,4
head,4
left,3
side,3
?,3
matter,3
leave,3
now,3
interpret,3
quality,3
where,3
his,3
him,3
act,3
thinking,3
read,3
extend,3
light,3
system,3
natural,3
take,3
hard,3
today,3
someone,3
issue,3
then,3
I,3
experience,3
cause,3
mass,3
define,3
present,3
member,3
case,3
direction,3
share,3
understand,3
consider,3
rather,3
before,3
psychological,3
development,3
object,3
event,3
Language,3
past,3
interact,3
especially,3
try,3
historical,3
century,3
revolution,3
reduce,3
tend,3
),3
response,3
presence,3
shell,3
lecture,3
deliver,3
question,3
see,3
perceive,3
go,3
whereas,3
possible,3
behavior,3
specie,3
into,3
last,3
though,3
few,3
old,3
appear,3
approach,3
norm,3
test,3
grow,3
Shibata,3
robot,3
design,3
*,3
appreciate,3
although,3
involve,3
occur,3
mind,3
thought,3
John,3
Oxford,3
University,3
cinema,3
obvious,3
nothing,3
weight,3
analysis,3
consume,3
authority,3
move,3
phonograph,3
why,2
hold,2
theory,2
free,2
feed,2
magazine,2
find,2
ear,2
expose,2
sound,2
home,2
somewhat,2
point,2
place,2
inside,2
safe,2
irritate,2
those,2
intense,2
resolve,2
writing,2
emotion,2
association,2
evaluate,2
articulate,2
vary,2
biological,2
degree,2
separate,2
arise,2
order,2
worker,2
recent,2
satisfaction,2
speak,2
trouble,2
face,2
habit,2
avoid,2
end,2
accumulate,2
listen,2
broadcast,2
probably,2
pervasive,2
modern,2
powerful,2
force,2
term,2
word,2
carry,2
woman,2
certain,2
range,2
knowledge,2
mode,2
subject,2
extent,2
contrary,2
transmit,2
course,2
develop,2
likely,2
movement,2
function,2
supplement,2
extension,2
primary,2
discuss,2
teacher,2
set,2
real,2
understanding,2
first,2
teach,2
intelligent,2
complex,2
American,2
new,2
trainer,2
ability,2
talk,2
exchange,2
entire,2
spiritual,2
traveler,2
immediately,2
person,2
observation,2
concept,2
underlie,2
technology,2
intellectual,2
surely,2
relate,2
democratic,2
crisis,2
emerge,2
whether,2
survive,2
(,2
/,2
beautiful,2
pearl,2
irritation,2
potential,2
open,2
less,2
let,2
fascination,2
come,2
manner,2
method,2
convey,2
lack,2
rarely,2
source,2
specific,2
significance,2
various,2
associate,2
traffic,2
perhaps,2
night,2
black,2
together,2
exhibit,2
parent,2
large,2
specialized,2
result,2
reader,2
responsibility,2
toward,2
dictionary,2
aspect,2
completely,2
win,2
month,2
component,2
renew,2
day,2
Brain,2
long,2
estimate,2
hour,2
moment,2
indeed,2
ago,2
level,2
Bill,2
Bryson,2
planet,2
ca,2
help,2
problem,2
skill,2
turn,2
very,2
effective,2
tone,2
emphasize,2
over,2
imitate,2
invent,2
around,2
effect,2
stress,2
therapeutic,2
model,2
inspiration,2
anger,2
neither,2
simply,2
situation,2
message,2
climate,2
consensus,2
view,2
agree,2
IPCC,2
report,2
advice,2
hope,2
inhabitant,2
tool,2
resource,2
creature,2
&,2
bear,2
fit,2
grasp,2
describe,2
absence,2
participant,2
remove,2
Culture,2
biology,2
must,2
else,2
genius,2
element,2
whatever,2
Very,2
introduction,2
abstract,2
drop,2
division,2
seek,2
produce,2
half,2
broad,2
laughter,2
painting,2
sometimes,2
diminish,2
root,2
W,2
back,2
capable,2
dig,2
intuition,2
assertion,2
accept,2
activity,2
age,2
young,2
show,2
exercise,2
calorie,2
instinctively,1
convenience-mothers,1
sensitivity,1
breast,1
medical,1
doctor,1
answer,1
cradle,1
melody,1
emotional,1
heart,1
sad,1
Bland,1
flat,1
shifting,1
meet,1
away,1
longingly,1
refuge,1
warm,1
quiet,1
wish,1
precisely,1
account,1
nostalgia,1
quietness,1
cherish,1
torment,1
reading,1
passive,1
invite,1
participate,1
engage,1
imagination,1
intellect,1
trigger,1
memory,1
stimulate,1
absorb,1
writer,1
literature,1
recreate,1
evolve,1
differently,1
under,1
circumstance,1
relationship,1
nature-about,1
nature-prevail,1
assumption,1
concern,1
prudent,1
employer,1
analyze,1
incentive,1
working-and,1
importantly,1
disclose,1
money,1
seven,1
Topping,1
perform,1
obviously,1
accomplish,1
reward,1
labor,1
major,1
deficiency,1
management,1
failure,1
can-must-be,1
controversy,1
strong,1
unexpressed,1
die,1
build,1
resentment,1
otherwise,1
unimportant,1
possess,1
hidden,1
ill-feeling,1
print,1
influence,1
opinion,1
Access,1
characteristic,1
modernity,1
region,1
global,1
basis,1
sheer,1
reach,1
compete,1
picture,1
newspaper,1
advertising,1
strongly,1
affect,1
notion,1
ought,1
evaluation,1
worldview,1
constant,1
modification,1
roll,1
nor,1
prevent,1
adopt,1
lesser,1
taste,1
judgement,1
sociocultural,1
loyalty,1
mobile,1
worldviews,1
accordingly,1
bad,1
doubt,1
rapidly,1
predict,1
standardization,1
international,1
variety,1
country,1
substitute,1
absent,1
alone,1
correctly,1
upwards,1
family,1
downwards,1
desirable,1
therefore,1
detail,1
down,1
summary,1
infant,1
foster,1
healthy,1
gain,1
continue,1
enable,1
ancestor,1
elaborate,1
chimpanzee,1
ape,1
ASL,1
acquire,1
three,1
during,1
evolution,1
uniquely,1
distant,1
plan,1
far-off,1
future,1
wisdom,1
groupFrom,1
Reason,1
Hope,1
Journey,1
Jane,1
Goodall,1
Phillip,1
Berman,1
Grand,1
Central,1
Publishing,1
adult,1
visit,1
historian,1
belief,1
aware,1
she,1
peer,1
confront,1
fail,1
misunderstand,1
sort,1
statement,1
common,1
discussion,1
childrenFrom,1
cognitive,1
Development,1
Frank,1
C,1
Keil,1
MIT,1
beginning,1
should,1
clarify,1
depth,1
presupposition,1
traditionally,1
aristocratic,1
speculative,1
intent,1
lower-class,1
empirical,1
action-oriented,1
quite,1
sudden,1
fusion,1
middle,1
nineteenth,1
slightly,1
prior,1
contemporary,1
barrier,1
assert,1
functional,1
unity,1
ecological,1
product,1
entirely,1
novel,1
democratize,1
implication,1
presumably,1
unless,1
rethink,1
axiomsFrom,1
Roots,1
Ecologic,1
Lynn,1
White,1
Science,1
Magazine,1
origin,1
oyster,1
sand,1
beauty,1
contribute,1
ourselves,1
concerned,1
embrace,1
joy,1
frustration,1
lead,1
growth,1
videotape,1
audiotape,1
-,1
detailed,1
antique,1
notes-even,1
hall,1
closer,1
store,1
book,1
Internet,1
obtain,1
through,1
collaboration,1
speed,1
free-range,1
exploration,1
typical,1
computer,1
access,1
datum,1
contain,1
interest,1
eloquence,1
angle,1
vision,1
lecturer,1
presentation,1
worthwhile,1
opportunity,1
afford,1
worldFrom,1
pedagogy,1
Jon,1
Mills,1
RodopiB,1
base,1
simple,1
Blood,1
aggressive,1
warning,1
road,1
signify,1
passion,1
gift,1
rise,1
green,1
harmony,1
opposite,1
darkness,1
death,1
clothes,1
funeral,1
acknowledge,1
mourn,1
carnival,1
put,1
bright,1
interesting,1
unlike,1
majority,1
organized,1
wasp,1
bee,1
ant,1
characteristically,1
offspring,1
divide,1
markedly,1
bodily,1
structure,1
Research,1
challenging,1
process,1
bring,1
immense,1
personal,1
reporting,1
steadily,1
yourself,1
enough,1
favorable,1
unfavorable,1
occurrence,1
chance,1
foresee,1
critical,1
happen,1
gambler,1
fortune-teller,1
rational,1
dismiss,1
superstition,1
again,1
assume,1
party,1
unavoidableFrom,1
Luck,1
incredible,1
Stories,1
lottery,1
Lightning,1
Strike,1
Joshua,1
Piven,1
Random,1
House,1
living,1
seldom,1
notable,1
exception,1
liver,1
billion,1
birth,1
five,1
serious,1
really,1
waste,1
news,1
constantly,1
suggest,1
single,1
bit,1
nine,1
cellular,1
youngstersFrom,1
nearly,1
everything,1
Broadway,1
Books,1
devote,1
full,1
perceptive,1
creatures-of,1
whom,1
small,1
minority-and,1
idle,1
curiosity,1
perspective,1
posit,1
horse-trainer,1
friend,1
mine,1
horse,1
depend,1
wonder,1
Communication,1
unaware,1
communicate,1
mostly,1
non-verbal,1
interaction,1
gesture,1
glance,1
slight,1
auxiliary,1
device,1
modify,1
highly,1
culture-bound,1
technique,1
largely,1
observe,1
therm,1
Takanori,1
robotic,1
interested,1
house,1
improve,1
enrich,1
themAs,1
interplay,1
pet,1
positive,1
addition,1
cheer,1
domesticate,1
encourage,1
particularly,1
suffer,1
mental,1
decide,1
unfamiliar,1
yet,1
lovable,1
Paro,1
harp,1
sealFrom,1
Seana,1
K,1
Magee,1
Japan,1
Times,1
Kyodo,1
June,1
handle,1
impatience,1
hostility,1
theirs,1
impose,1
mood,1
pretend,1
angry,1
honest,1
cover,1
slang,1
nationwide,1
weary,1
unyielding,1
fight,1
against,1
improper,1
breed,1
student,1
refuse,1
correct,1
furthermore,1
straight,1
invention,1
e-mail,1
phone,1
instant-messaging,1
wholeheartedly,1
decline,1
youth,1
literacyFrom,1
instant,1
Youth,1
literacy,1
David,1
Craig,1
Boothe,1
Prize,1
essay,1
current,1
anticipated,1
ecosystem,1
uncertainty,1
anecdotal,1
explicitly,1
world-wide,1
researcher,1
too,1
politician,1
public,1
fully,1
sentence,1
probability,1
seriously,1
piece,1
anyone,1
persist,1
serve,1
indigenous,1
recognize,1
hierarchy,1
wall,1
plant,1
kingdom,1
regard,1
earth,1
fellow,1
teachersFrom,1
beginner,1
Faith,1
unseen,1
Frederic,1
Brussat,1
spirituality,1
practice,1
legacy,1
evolutionary,1
extensive,1
genetic,1
inheritance,1
body,1
while,1
pattern,1
wide,1
Interaction,1
shape,1
narrow,1
actual,1
nonverbal,1
dependent,1
interpretation,1
tendency,1
reveal,1
bias,1
imply,1
miss,1
purpose,1
silent,1
partly,1
situational,1
interactional,1
actively,1
freedom,1
legal,1
constraint,1
alternative,1
successful,1
tyranny,1
assure,1
uniformity,1
awareness,1
possibility,1
inconceivable,1
viable,1
outside,1
commitment,1
render,1
man,1
opposition,1
differ,1
limit,1
difference,1
expression,1
commonality,1
species,1
long-term,1
loseFrom,1
Brief,1
Introduction,1
R,1
Searle,1
film,1
mere,1
has-in,1
manifestations-become,1
once,1
ubiquitous,1
hardly,1
strange,1
phenomenon,1
extraordinary,1
entertainment,1
superb,1
story-telling,1
machine,1
immediacy,1
unparalleled,1
elsewhere,1
undreamt,1
directly,1
tangibly,1
fundamental,1
exceptional,1
elude,1
institutional,1
training,1
motivation,1
personality,1
college,1
university,1
chiefly,1
consist,1
of-and,1
testing-it,1
artistic,1
mutually,1
exclude,1
necessarily,1
accompany,1
otherFrom,1
Andrew,1
Robinson,1
Galileo,1
Newton,1
importance,1
compare,1
relevant,1
himself,1
whenever,1
deeply,1
ingrained,1
non-scientist,1
seventeenth,1
philosopher,1
speculate,1
without,1
dirty,1
classic,1
argument,1
height,1
hit,1
ground,1
true,1
fracture,1
microdisciplines,1
synthesis,1
connection,1
obey,1
territorial,1
academic,1
discipline,1
continent,1
space,1
reflect,1
national,1
evade,1
action,1
hide,1
behind,1
main,1
external,1
validation,1
choice,1
courage,1
conviction,1
strength,1
total,1
energy,1
Earth,1
since,1
industrial,1
twenty,1
disproportionately,1
rich,1
exceedingly,1
privileged,1
fractionToday,1
average,1
citizen,1
Tanzania,1
almost,1
volume,1
carbon,1
emission,1
effortlessly,1
generate,1
European,1
twenty-eight,1
able,1
rate,1
citizensFrom,1
Home,1
Private,1
Life,1
Doubleday,1
humor,1
character,1
image,1
amuse,1
involuntary,1
stimulus-laughter,1
obligation,1
polite,1
genuine,1
upon,1
spontaneously,1
beyond,1
control,1
motor,1
reaction,1
amusedFrom,1
master,1
Advanced,1
Sara,1
Thorne,1
Palgrave,1
Macmillan,1
Human,1
creative,1
prescribed,1
limits-,1
rectangular,1
frame,1
iambic,1
pentameter,1
compose,1
sonnet,1
achieve,1
artist,1
nervous,1
fear,1
success,1
worry,1
art,1
power,1
impact,1
exposedFrom,1
essential,1
Know,1
Math,1
Art,1
D,1
Barrow,1
Norton,1
Company,1
Ltd,1
million,1
implement,1
enhance,1
capacity,1
claw,1
soil,1
edible,1
stick,1
clam,1
easily,1
sustainable,1
damage,1
finger,1
nailsFrom,1
Heskett,1
advantage,1
objective,1
rule,1
gathering,1
refute,1
replicate,1
rely,1
moreover,1
wrong,1
evidence,1
active,1
usually,1
available,1
big,1
comparison,1
little,1
room,1
muscle,1
instead,1
follow,1
prey,1
fix,1
twist,1
either,1
familiar,1
upcoming,1
birthday,1
anticipate,1
glee,1
progress,1
self,1
slowly,1
advance,1
fly,1
ever-quickening,1
pace,1
late,1
terminal,1
illness,1
finite,1
amount,1
remain,1
acute,1
renewed,1
allot,1
location,1
next,1
inscribe,1
opera,1
fashion,1
shopping,1
currency,1
aesthetic,1
everyday,1
invest,1
artefact,1
until,1
pass,1
criticism,1
denaturalize,1
defamiliarizes,1
isolate,1
inspection,1
December,1
Thomas,1
Edison,1
recording,1
Mary,1
Little,1
Lamb,1
epoch,1
hear,1
exclusively,1
speaker,1
mouth,1
text,1
predate,1
Abraham,1
Lincoln,1
Gettysburg,1
address,1
exactly,1
president,1
line,1
forever,1
capture,1
examine,1
loss,1
among,1
conclude,1
itself,1
pound,1
expect,1
mathematically,1
additional,1
burn,1
workout,1
suspect,1
exerciser,1
hungry,1
